Nome da Foto ID,Cargo,Nome,Partido,Estado,Status,Assinou?
Maria_Rosas_(REPUBLICANOS-SP)_Em_exercício.jpg,Deputado,Maria_Rosas,REPUBLICANOS,SP,Em_exercício,Não
Marina_Silva_(REDE-SP)_Licenciado.jpg,Deputado,Marina_Silva,REDE,SP,Licenciado,Não
Mario_Frias_(PL-SP)_Em_exercício.jpg,Deputado,Mario_Frias,PL,SP,Em_exercício,Não
Marreca_Filho_(PRD-MA)_Em_exercício.jpg,Deputado,Marreca_Filho,PRD,MA,Em_exercício,Não
Marussa_Boldrin_(MDB-GO)_Em_exercício.jpg,Deputado,Marussa_Boldrin,MDB,GO,Em_exercício,Não
Marx_Beltrão_(PP-AL)_Em_exercício.jpg,Deputado,Marx_Beltrão,PP,AL,Em_exercício,sim
Matheus_Noronha_(PL-CE)_Em_exercício.jpg,Deputado,Matheus_Noronha,PL,CE,Em_exercício,Não
Mauricio_do_Vôlei_(PL-MG)_Em_exercício.jpg,Deputado,Mauricio_do_Vôlei,PL,MG,Em_exercício,Não
Mauricio_Marcon_(PODE-RS)_Em_exercício.jpg,Deputado,Mauricio_Marcon,PODE,RS,Em_exercício,Não
Mauricio_Neves_(PP-SP)_Em_exercício.jpg,Deputado,Mauricio_Neves,PP,SP,Em_exercício,Não
Mauro_Benevides_Filho_(PDT-CE)_Em_exercício.jpg,Deputado,Mauro_Benevides_Filho,PDT,CE,Em_exercício,sim
Maurício_Carvalho_(UNIAO-RO)_Em_exercício.jpg,Deputado,Maurício_Carvalho,UNIAO,RO,Em_exercício,sim
Max_Lemos_(PDT-RJ)_Em_exercício.jpg,Deputado,Max_Lemos,PDT,RJ,Em_exercício,sim
Meire_Serafim_(UNIAO-AC)_Em_exercício.jpg,Deputado,Meire_Serafim,UNIAO,AC,Em_exercício,sim
Mendonça_Filho_(UNIAO-PE)_Em_exercício.jpg,Deputado,Mendonça_Filho,UNIAO,PE,Em_exercício,Não
Merlong_Solano_(PT-PI)_Em_exercício.jpg,Deputado,Merlong_Solano,PT,PI,Em_exercício,sim
Mersinho_Lucena_(PP-PB)_Em_exercício.jpg,Deputado,Mersinho_Lucena,PP,PB,Em_exercício,Não
Messias_Donato_(REPUBLICANOS-ES)_Em_exercício.jpg,Deputado,Messias_Donato,REPUBLICANOS,ES,Em_exercício,Não
Miguel_Lombardi_(PL-SP)_Em_exercício.jpg,Deputado,Miguel_Lombardi,PL,SP,Em_exercício,Não
Miguel_Ângelo_(PT-MG)_Em_exercício.jpg,Deputado,Miguel_Ângelo,PT,MG,Em_exercício,sim
Milton_Vieira_(REPUBLICANOS-SP)_Licenciado.jpg,Deputado,Milton_Vieira,REPUBLICANOS,SP,Licenciado,Não
Misael_Varella_(PSD-MG)_Em_exercício.jpg,Deputado,Misael_Varella,PSD,MG,Em_exercício,Não
Missionária_Michele_Collins_(PP-PE)_Suplente_que_exerceu_mandato.jpg,Deputado,Missionária_Michele_Collins,PP,PE,Suplente_que_exerceu_mandato,Não
Moses_Rodrigues_(UNIAO-CE)_Em_exercício.jpg,Deputado,Moses_Rodrigues,UNIAO,CE,Em_exercício,sim
Murillo_Gouvea_(UNIAO-RJ)_Em_exercício.jpg,Deputado,Murillo_Gouvea,UNIAO,RJ,Em_exercício,sim
Murilo_Galdino_(REPUBLICANOS-PB)_Em_exercício.jpg,Deputado,Murilo_Galdino,REPUBLICANOS,PB,Em_exercício,sim
Márcio_Biolchi_(MDB-RS)_Em_exercício.jpg,Deputado,Márcio_Biolchi,MDB,RS,Em_exercício,Não
Márcio_Correa_(MDB-GO)_Suplente_que_exerceu_mandato.jpg,Deputado,Márcio_Correa,MDB,GO,Suplente_que_exerceu_mandato,Não
Márcio_Honaiser_(PDT-MA)_Em_exercício.jpg,Deputado,Márcio_Honaiser,PDT,MA,Em_exercício,sim
Márcio_Jerry_(PCdoB-MA)_Em_exercício.jpg,Deputado,Márcio_Jerry,PCdoB,MA,Em_exercício,sim
Márcio_Marinho_(REPUBLICANOS-BA)_Em_exercício.jpg,Deputado,Márcio_Marinho,REPUBLICANOS,BA,Em_exercício,sim
Mário_Heringer_(PDT-MG)_Em_exercício.jpg,Deputado,Mário_Heringer,PDT,MG,Em_exercício,Não
Mário_Negromonte_Jr._(PP-BA)_Em_exercício.jpg,Deputado,Mário_Negromonte_Jr.,PP,BA,#VALUE!,sim
Natália_Bonavides_(PT-RN)_Em_exercício.jpg,Deputado,Natália_Bonavides,PT,RN,Em_exercício,sim
Naumi_Amorim_(PSD-CE)_Suplente_que_exerceu_mandato.jpg,Deputado,Naumi_Amorim,PSD,CE,Suplente_que_exerceu_mandato,Não
Nelson_Barbudo_(PL-MT)_Em_exercício.jpg,Deputado,Nelson_Barbudo,PL,MT,Em_exercício,Não
Nely_Aquino_(PODE-MG)_Em_exercício.jpg,Deputado,Nely_Aquino,PODE,MG,Em_exercício,Não
Neto_Carletto_(PP-BA)_Em_exercício.jpg,Deputado,Neto_Carletto,PP,BA,Em_exercício,Não
Newton_Bonin_(UNIAO-PR)_Em_exercício.jpg,Deputado,Newton_Bonin,UNIAO,PR,Em_exercício,Não
Newton_Cardoso_Jr_(MDB-MG)_Em_exercício.jpg,Deputado,Newton_Cardoso_Jr,MDB,MG,Em_exercício,Não
Nicoletti_(UNIAO-RR)_Em_exercício.jpg,Deputado,Nicoletti,UNIAO,RR,Em_exercício,Não
Nikolas_Ferreira_(PL-MG)_Em_exercício.jpg,Deputado,Nikolas_Ferreira,PL,MG,Em_exercício,Não
Nilto_Tatto_(PT-SP)_Em_exercício.jpg,Deputado,Nilto_Tatto,PT,SP,Em_exercício,sim
Nitinho_(PSD-SE)_Em_exercício.jpg,Deputado,Nitinho,PSD,SE,Em_exercício,sim
Odair_Cunha_(PT-MG)_Em_exercício.jpg,Deputado,Odair_Cunha,PT,MG,Em_exercício,sim
Olival_Marques_(MDB-PA)_Em_exercício.jpg,Deputado,Olival_Marques,MDB,PA,Em_exercício,sim
Orlando_Silva_(PCdoB-SP)_Em_exercício.jpg,Deputado,Orlando_Silva,PCdoB,SP,Em_exercício,sim
Osmar_Terra_(MDB-RS)_Em_exercício.jpg,Deputado,Osmar_Terra,MDB,RS,Em_exercício,Não
Ossesio_Silva_(REPUBLICANOS-PE)_Em_exercício.jpg,Deputado,Ossesio_Silva,REPUBLICANOS,PE,Em_exercício,Não
Otoni_de_Paula_(MDB-RJ)_Em_exercício.jpg,Deputado,Otoni_de_Paula,MDB,RJ,Em_exercício,Não
Otto_Alencar_Filho_(PSD-BA)_Em_exercício.jpg,Deputado,Otto_Alencar_Filho,PSD,BA,Em_exercício,Não
Padovani_(UNIAO-PR)_Em_exercício.jpg,Deputado,Padovani,UNIAO,PR,Em_exercício,Não
Padre_João_(PT-MG)_Em_exercício.jpg,Deputado,Padre_João,PT,MG,Em_exercício,sim
Pastor_Diniz_(UNIAO-RR)_Em_exercício.jpg,Deputado,Pastor_Diniz,UNIAO,RR,Em_exercício,sim
Pastor_Eurico_(PL-PE)_Em_exercício.jpg,Deputado,Pastor_Eurico,PL,PE,Em_exercício,Não
Pastor_Gil_(PL-MA)_Em_exercício.jpg,Deputado,Pastor_Gil,PL,MA,Em_exercício,Não
Pastor_Henrique_Vieira_(PSOL-RJ)_Em_exercício.jpg,Deputado,Pastor_Henrique_Vieira,PSOL,RJ,Em_exercício,sim
Pastor_Sargento_Isidório_(AVANTE-BA)_Em_exercício.jpg,Deputado,Pastor_Sargento_Isidório,AVANTE,BA,Em_exercício,sim
Patrus_Ananias_(PT-MG)_Em_exercício.jpg,Deputado,Patrus_Ananias,PT,MG,Em_exercício,sim
Pauderney_Avelino_(UNIAO-AM)_Suplente_que_exerceu_mandato.jpg,Deputado,Pauderney_Avelino,UNIAO,AM,Suplente_que_exerceu_mandato,Não
Paulinho_da_Força_(SOLIDARIEDADE-SP)_Em_exercício.jpg,Deputado,Paulinho_da_Força,SOLIDARIEDADE,SP,Em_exercício,sim
Paulinho_Freire_(UNIAO-RN)_Em_exercício.jpg,Deputado,Paulinho_Freire,UNIAO,RN,Em_exercício,Não
Paulo_Abi-Ackel_(PSDB-MG)_Em_exercício.jpg,Deputado,Paulo_Abi-Ackel,PSDB,AC,Em_exercício,Não
Paulo_Alexandre_Barbosa_(PSDB-SP)_Em_exercício.jpg,Deputado,Paulo_Alexandre_Barbosa,PSDB,SP,Em_exercício,Não
Paulo_Azi_(UNIAO-BA)_Em_exercício.jpg,Deputado,Paulo_Azi,UNIAO,BA,Em_exercício,sim
Paulo_Folletto_(PSB-ES)_Em_exercício.jpg,Deputado,Paulo_Folletto,PSB,ES,Em_exercício,Não
Paulo_Freire_Costa_(PL-SP)_Em_exercício.jpg,Deputado,Paulo_Freire_Costa,PL,SP,Em_exercício,Não
Paulo_Guedes_(PT-MG)_Em_exercício.jpg,Deputado,Paulo_Guedes,PT,MG,Em_exercício,sim
Paulo_Litro_(PSD-PR)_Em_exercício.jpg,Deputado,Paulo_Litro,PSD,PR,Em_exercício,Não
Paulo_Magalhães_(PSD-BA)_Em_exercício.jpg,Deputado,Paulo_Magalhães,PSD,BA,Em_exercício,Não
Paulo_Marinho_Jr_(PL-MA)_Suplente_que_exerceu_mandato.jpg,Deputado,Paulo_Marinho_Jr,PL,MA,Suplente_que_exerceu_mandato,Não
Paulo_Pimenta_(PT-RS)_Licenciado.jpg,Deputado,Paulo_Pimenta,PT,RS,Licenciado,Não
Paulo_Teixeira_(PT-SP)_Licenciado.jpg,Deputado,Paulo_Teixeira,PT,SP,Licenciado,Não
Paulão_(PT-AL)_Em_exercício.jpg,Deputado,Paulão,PT,AL,Em_exercício,sim
Pedro_Aihara_(PRD-MG)_Em_exercício.jpg,Deputado,Pedro_Aihara,PRD,MG,Em_exercício,sim
Pedro_Campos_(PSB-PE)_Em_exercício.jpg,Deputado,Pedro_Campos,PSB,PE,Em_exercício,sim
Pedro_Jr_(PL-TO)_Suplente_que_exerceu_mandato.jpg,Deputado,Pedro_Jr,PL,TO,Suplente_que_exerceu_mandato,Não
Pedro_Lucas_Fernandes_(UNIAO-MA)_Em_exercício.jpg,Deputado,Pedro_Lucas_Fernandes,UNIAO,MA,Em_exercício,sim
Pedro_Lupion_(PP-PR)_Em_exercício.jpg,Deputado,Pedro_Lupion,PP,PR,Em_exercício,Não
Pedro_Paulo_(PSD-RJ)_Em_exercício.jpg,Deputado,Pedro_Paulo,PSD,RJ,Em_exercício,Não
Pedro_Tourinho_(PT-SP)_Suplente_que_exerceu_mandato.jpg,Deputado,Pedro_Tourinho,PT,SP,Suplente_que_exerceu_mandato,Não
Pedro_Uczai_(PT-SC)_Em_exercício.jpg,Deputado,Pedro_Uczai,PT,SC,Em_exercício,sim
Pedro_Westphalen_(PP-RS)_Em_exercício.jpg,Deputado,Pedro_Westphalen,PP,RS,Em_exercício,Não
Pezenti_(MDB-SC)_Em_exercício.jpg,Deputado,Pezenti,MDB,SC,Em_exercício,Não
Pinheirinho_(PP-MG)_Em_exercício.jpg,Deputado,Pinheirinho,PP,MG,Em_exercício,Não
Pompeo_de_Mattos_(PDT-RS)_Em_exercício.jpg,Deputado,Pompeo_de_Mattos,PDT,RS,Em_exercício,sim
Pr._Marco_Feliciano_(PL-SP)_Em_exercício.jpg,Deputado,Pr._Marco_Feliciano,PL,SP,#VALUE!,Não
Priscila_Costa_(PL-CE)_Suplente_que_exerceu_mandato.jpg,Deputado,Priscila_Costa,PL,CE,Suplente_que_exerceu_mandato,Não
Prof._Paulo_Fernando_(REPUBLICANOS-DF)_Suplente_que_exerceu_mandato.jpg,Deputado,Prof._Paulo_Fernando,REPUBLICANOS,DF,#VALUE!,Não
Prof._Reginaldo_Veras_(PV-DF)_Em_exercício.jpg,Deputado,Prof._Reginaldo_Veras,PV,DF,#VALUE!,sim
Professora_Goreth_(PDT-AP)_Em_exercício.jpg,Deputado,Professora_Goreth,PDT,AP,Em_exercício,sim
Professora_Luciene_Cavalcante_(PSOL-SP)_Em_exercício.jpg,Deputado,Professora_Luciene_Cavalcante,PSOL,SP,Em_exercício,sim
Professor_Alcides_(PL-GO)_Em_exercício.jpg,Deputado,Professor_Alcides,PL,GO,Em_exercício,Não
Rafael_Brito_(MDB-AL)_Em_exercício.jpg,Deputado,Rafael_Brito,MDB,AL,Em_exercício,sim
Rafael_Prudente_(MDB-DF)_Em_exercício.jpg,Deputado,Rafael_Prudente,MDB,DF,Em_exercício,Não
Rafael_Simoes_(UNIAO-MG)_Em_exercício.jpg,Deputado,Rafael_Simoes,UNIAO,MG,Em_exercício,sim
Raimundo_Costa_(PODE-BA)_Em_exercício.jpg,Deputado,Raimundo_Costa,PODE,BA,Em_exercício,sim
Raimundo_Santos_(PSD-PA)_Em_exercício.jpg,Deputado,Raimundo_Santos,PSD,PA,Em_exercício,sim
Raniery_Paulino_(REPUBLICANOS-PB)_Suplente_que_exerceu_mandato.jpg,Deputado,Raniery_Paulino,REPUBLICANOS,PB,Suplente_que_exerceu_mandato,Não
Reginaldo_Lopes_(PT-MG)_Em_exercício.jpg,Deputado,Reginaldo_Lopes,PT,MG,Em_exercício,sim
Reginete_Bispo_(PT-RS)_Em_exercício.jpg,Deputado,Reginete_Bispo,PT,RS,Em_exercício,sim
Reimont_(PT-RJ)_Em_exercício.jpg,Deputado,Reimont,PT,RJ,Em_exercício,sim
Reinhold_Stephanes_(PSD-PR)_Em_exercício.jpg,Deputado,Reinhold_Stephanes,PSD,PR,Em_exercício,Não
Renan_Ferreirinha_(PSD-RJ)_Em_exercício.jpg,Deputado,Renan_Ferreirinha,PSD,RJ,Em_exercício,sim
Renata_Abreu_(PODE-SP)_Em_exercício.jpg,Deputado,Renata_Abreu,PODE,SP,Em_exercício,Não
Renilce_Nicodemos_(MDB-PA)_Em_exercício.jpg,Deputado,Renilce_Nicodemos,MDB,PA,Em_exercício,sim
Renildo_Calheiros_(PCdoB-PE)_Em_exercício.jpg,Deputado,Renildo_Calheiros,PCdoB,PE,Em_exercício,sim
Ricardo_Abrão_(UNIAO-RJ)_Suplente_que_exerceu_mandato.jpg,Deputado,Ricardo_Abrão,UNIAO,RJ,Suplente_que_exerceu_mandato,Não
Ricardo_Ayres_(REPUBLICANOS-TO)_Em_exercício.jpg,Deputado,Ricardo_Ayres,REPUBLICANOS,TO,Em_exercício,sim
Ricardo_Barros_(PP-PR)_Licenciado.jpg,Deputado,Ricardo_Barros,PP,PR,Licenciado,Não
Ricardo_Guidi_(PL-SC)_Em_exercício.jpg,Deputado,Ricardo_Guidi,PL,SC,Em_exercício,Não
Ricardo_Maia_(MDB-BA)_Em_exercício.jpg,Deputado,Ricardo_Maia,MDB,BA,Em_exercício,sim
Ricardo_Salles_(NOVO-SP)_Em_exercício.jpg,Deputado,Ricardo_Salles,NOVO,SP,Em_exercício,Não
Ricardo_Silva_(PSD-SP)_Em_exercício.jpg,Deputado,Ricardo_Silva,PSD,SP,Em_exercício,Não
Roberta_Roma_(PL-BA)_Em_exercício.jpg,Deputado,Roberta_Roma,PL,BA,Em_exercício,sim
Roberto_Duarte_(REPUBLICANOS-AC)_Em_exercício.jpg,Deputado,Roberto_Duarte,REPUBLICANOS,AC,Em_exercício,sim
Roberto_Monteiro_Pai_(PL-RJ)_Em_exercício.jpg,Deputado,Roberto_Monteiro_Pai,PL,RJ,Em_exercício,Não
Robinson_Faria_(PL-RN)_Em_exercício.jpg,Deputado,Robinson_Faria,PL,RN,Em_exercício,Não
Robério_Monteiro_(PDT-CE)_Em_exercício.jpg,Deputado,Robério_Monteiro,PDT,CE,Em_exercício,sim
Rodolfo_Nogueira_(PL-MS)_Em_exercício.jpg,Deputado,Rodolfo_Nogueira,PL,MS,Em_exercício,Não
Rodrigo_de_Castro_(UNIAO-MG)_Em_exercício.jpg,Deputado,Rodrigo_de_Castro,UNIAO,MG,Em_exercício,Não
Rodrigo_Estacho_(PSD-PR)_Em_exercício.jpg,Deputado,Rodrigo_Estacho,PSD,PR,Em_exercício,Não
Rodrigo_Gambale_(PODE-SP)_Em_exercício.jpg,Deputado,Rodrigo_Gambale,PODE,SP,Em_exercício,Não
Rodrigo_Valadares_(UNIAO-SE)_Em_exercício.jpg,Deputado,Rodrigo_Valadares,UNIAO,SE,Em_exercício,sim
Rogéria_Santos_(REPUBLICANOS-BA)_Em_exercício.jpg,Deputado,Rogéria_Santos,REPUBLICANOS,BA,Em_exercício,Não
Rogério_Correia_(PT-MG)_Em_exercício.jpg,Deputado,Rogério_Correia,PT,MG,Em_exercício,sim
Romero_Rodrigues_(PODE-PB)_Em_exercício.jpg,Deputado,Romero_Rodrigues,PODE,PB,Em_exercício,Não
Ronaldo_Nogueira_(REPUBLICANOS-RS)_Em_exercício.jpg,Deputado,Ronaldo_Nogueira,REPUBLICANOS,RS,Em_exercício,Não
Rosana_Valle_(PL-SP)_Em_exercício.jpg,Deputado,Rosana_Valle,PL,SP,Em_exercício,Não
Rosangela_Gomes_(REPUBLICANOS-RJ)_Licenciado.jpg,Deputado,Rosangela_Gomes,REPUBLICANOS,RJ,Licenciado,Não
Rosangela_Moro_(UNIAO-SP)_Em_exercício.jpg,Deputado,Rosangela_Moro,UNIAO,SP,Em_exercício,Não
Roseana_Sarney_(MDB-MA)_Em_exercício.jpg,Deputado,Roseana_Sarney,MDB,MA,Em_exercício,Não
Rosângela_Reis_(PL-MG)_Em_exercício.jpg,Deputado,Rosângela_Reis,PL,MG,Em_exercício,sim
Rubens_Otoni_(PT-GO)_Em_exercício.jpg,Deputado,Rubens_Otoni,PT,GO,Em_exercício,sim
Rubens_Pereira_Júnior_(PT-MA)_Em_exercício.jpg,Deputado,Rubens_Pereira_Júnior,PT,MA,Em_exercício,sim
Rui_Falcão_(PT-SP)_Em_exercício.jpg,Deputado,Rui_Falcão,PT,SP,Em_exercício,sim
Ruy_Carneiro_(PODE-PB)_Em_exercício.jpg,Deputado,Ruy_Carneiro,PODE,PB,Em_exercício,sim
Samuel_Viana_(REPUBLICANOS-MG)_Em_exercício.jpg,Deputado,Samuel_Viana,REPUBLICANOS,MG,Em_exercício,Não
Sanderson_(PL-RS)_Em_exercício.jpg,Deputado,Sanderson,PL,RS,Em_exercício,Não
Sandro_Alex_(PSD-PR)_Licenciado.jpg,Deputado,Sandro_Alex,PSD,PR,Licenciado,Não
Sargento_Fahur_(PSD-PR)_Em_exercício.jpg,Deputado,Sargento_Fahur,PSD,PR,Em_exercício,Não
Sargento_Gonçalves_(PL-RN)_Em_exercício.jpg,Deputado,Sargento_Gonçalves,PL,RN,Em_exercício,Não
Sargento_Portugal_(PODE-RJ)_Em_exercício.jpg,Deputado,Sargento_Portugal,PODE,RJ,Em_exercício,Não
Saullo_Vianna_(UNIAO-AM)_Em_exercício.jpg,Deputado,Saullo_Vianna,UNIAO,AM,Em_exercício,sim
Saulo_Pedroso_(PSD-SP)_Em_exercício.jpg,Deputado,Saulo_Pedroso,PSD,SP,Em_exercício,Não
Sergio_Souza_(MDB-PR)_Em_exercício.jpg,Deputado,Sergio_Souza,MDB,PR,Em_exercício,Não
Sidney_Leite_(PSD-AM)_Em_exercício.jpg,Deputado,Sidney_Leite,PSD,AM,Em_exercício,sim
Silas_Câmara_(REPUBLICANOS-AM)_Em_exercício.jpg,Deputado,Silas_Câmara,REPUBLICANOS,AM,Em_exercício,sim
Silvia_Cristina_(PP-RO)_Em_exercício.jpg,Deputado,Silvia_Cristina,PP,RO,Em_exercício,Não
Silvia_Waiãpi_(PL-AP)_Em_exercício.jpg,Deputado,Silvia_Waiãpi,PL,AP,Em_exercício,Não
Silvio_Antonio_(PL-MA)_Suplente_que_exerceu_mandato.jpg,Deputado,Silvio_Antonio,PL,MA,Suplente_que_exerceu_mandato,Não
Silvio_Costa_Filho_(REPUBLICANOS-PE)_Licenciado.jpg,Deputado,Silvio_Costa_Filho,REPUBLICANOS,PE,Licenciado,Não
Silvye_Alves_(UNIAO-GO)_Em_exercício.jpg,Deputado,Silvye_Alves,UNIAO,GO,Em_exercício,Não
Simone_Marquetto_(MDB-SP)_Em_exercício.jpg,Deputado,Simone_Marquetto,MDB,SP,Em_exercício,Não
Socorro_Neri_(PP-AC)_Em_exercício.jpg,Deputado,Socorro_Neri,PP,AC,Em_exercício,sim
Sonize_Barbosa_(PL-AP)_Em_exercício.jpg,Deputado,Sonize_Barbosa,PL,AP,Em_exercício,Não
Soraya_Santos_(PL-RJ)_Em_exercício.jpg,Deputado,Soraya_Santos,PL,RJ,Em_exercício,Não
Stefano_Aguiar_(PSD-MG)_Em_exercício.jpg,Deputado,Stefano_Aguiar,PSD,MG,Em_exercício,sim
Sâmia_Bomfim_(PSOL-SP)_Em_exercício.jpg,Deputado,Sâmia_Bomfim,PSOL,SP,Em_exercício,sim
Sérgio_Brito_(PSD-BA)_Licenciado.jpg,Deputado,Sérgio_Brito,PSD,BA,Licenciado,Não
Sóstenes_Cavalcante_(PL-RJ)_Em_exercício.jpg,Deputado,Sóstenes_Cavalcante,PL,RJ,Em_exercício,Não
Sônia_Guajajara_(PSOL-SP)_Licenciado.jpg,Deputado,Sônia_Guajajara,PSOL,SP,Licenciado,Não
Tabata_Amaral_(PSB-SP)_Em_exercício.jpg,Deputado,Tabata_Amaral,PSB,SP,Em_exercício,sim
Tadeu_Oliveira_(PL-CE)_Em_exercício.jpg,Deputado,Tadeu_Oliveira,PL,CE,Em_exercício,Não
Tadeu_Veneri_(PT-PR)_Em_exercício.jpg,Deputado,Tadeu_Veneri,PT,PR,Em_exercício,sim
Talíria_Petrone_(PSOL-RJ)_Em_exercício.jpg,Deputado,Talíria_Petrone,PSOL,RJ,Em_exercício,sim
Tarcísio_Motta_(PSOL-RJ)_Em_exercício.jpg,Deputado,Tarcísio_Motta,PSOL,RJ,Em_exercício,sim
Thiago_de_Joaldo_(PP-SE)_Em_exercício.jpg,Deputado,Thiago_de_Joaldo,PP,SE,Em_exercício,sim
Thiago_Flores_(REPUBLICANOS-RO)_Em_exercício.jpg,Deputado,Thiago_Flores,REPUBLICANOS,RO,Em_exercício,sim
Tiririca_(PL-SP)_Em_exercício.jpg,Deputado,Tiririca,PL,SP,Em_exercício,Não
Tião_Medeiros_(PP-PR)_Em_exercício.jpg,Deputado,Tião_Medeiros,PP,PR,Em_exercício,Não
Toninho_Wandscheer_(PP-PR)_Em_exercício.jpg,Deputado,Toninho_Wandscheer,PP,PR,Em_exercício,Não
Túlio_Gadêlha_(REDE-PE)_Em_exercício.jpg,Deputado,Túlio_Gadêlha,REDE,PE,Em_exercício,sim
Ulisses_Guimarães_(MDB-MG)_Suplente_que_exerceu_mandato.jpg,Deputado,Ulisses_Guimarães,MDB,MG,Suplente_que_exerceu_mandato,Não
Valmir_Assunção_(PT-BA)_Em_exercício.jpg,Deputado,Valmir_Assunção,PT,BA,Em_exercício,sim
Vander_Loubet_(PT-MS)_Em_exercício.jpg,Deputado,Vander_Loubet,PT,MS,Em_exercício,sim
Vermelho_(PL-PR)_Em_exercício.jpg,Deputado,Vermelho,PL,PR,Em_exercício,Não
Vicentinho_(PT-SP)_Em_exercício.jpg,Deputado,Vicentinho,PT,SP,Em_exercício,sim
Vicentinho_Júnior_(PP-TO)_Em_exercício.jpg,Deputado,Vicentinho_Júnior,PP,TO,Em_exercício,Não
Vinicius_Carvalho_(REPUBLICANOS-SP)_Em_exercício.jpg,Deputado,Vinicius_Carvalho,REPUBLICANOS,SP,Em_exercício,Não
Vinicius_Gurgel_(PL-AP)_Em_exercício.jpg,Deputado,Vinicius_Gurgel,PL,AP,Em_exercício,Não
Vitor_Lippi_(PSDB-SP)_Em_exercício.jpg,Deputado,Vitor_Lippi,PSDB,SP,Em_exercício,Não
Waldemar_Oliveira_(AVANTE-PE)_Em_exercício.jpg,Deputado,Waldemar_Oliveira,AVANTE,PE,Em_exercício,Não
Waldenor_Pereira_(PT-BA)_Em_exercício.jpg,Deputado,Waldenor_Pereira,PT,BA,Em_exercício,sim
Washington_Quaquá_(PT-RJ)_Em_exercício.jpg,Deputado,Washington_Quaquá,PT,RJ,Em_exercício,sim
Weliton_Prado_(SOLIDARIEDADE-MG)_Em_exercício.jpg,Deputado,Weliton_Prado,SOLIDARIEDADE,MG,Em_exercício,sim
Wellington_Roberto_(PL-PB)_Em_exercício.jpg,Deputado,Wellington_Roberto,PL,PB,Em_exercício,Não
Welter_(PT-PR)_Em_exercício.jpg,Deputado,Welter,PT,PR,Em_exercício,sim
Wilson_Santiago_(REPUBLICANOS-PB)_Em_exercício.jpg,Deputado,Wilson_Santiago,REPUBLICANOS,PB,Em_exercício,sim
Wolmer_Araújo_(SOLIDARIEDADE-MA)_Suplente_que_exerceu_mandato.jpg,Deputado,Wolmer_Araújo,SOLIDARIEDADE,MA,Suplente_que_exerceu_mandato,Não
Yandra_Moura_(UNIAO-SE)_Em_exercício.jpg,Deputado,Yandra_Moura,UNIAO,SE,Em_exercício,sim
Yury_do_Paredão_(MDB-CE)_Em_exercício.jpg,Deputado,Yury_do_Paredão,MDB,CE,Em_exercício,Não
Zeca_Dirceu_(PT-PR)_Em_exercício.jpg,Deputado,Zeca_Dirceu,PT,PR,Em_exercício,sim
Zezinho_Barbary_(PP-AC)_Em_exercício.jpg,Deputado,Zezinho_Barbary,PP,AC,Em_exercício,sim
Zucco_(PL-RS)_Em_exercício.jpg,Deputado,Zucco,PL,RS,Em_exercício,Não
Zé_Haroldo_Cathedral_(PSD-RR)_Em_exercício.jpg,Deputado,Zé_Haroldo_Cathedral,PSD,RR,Em_exercício,sim
Zé_Neto_(PT-BA)_Licenciado.jpg,Deputado,Zé_Neto,PT,BA,Licenciado,Não
Zé_Silva_(SOLIDARIEDADE-MG)_Em_exercício.jpg,Deputado,Zé_Silva,SOLIDARIEDADE,MG,Em_exercício,Não
Zé_Trovão_(PL-SC)_Em_exercício.jpg,Deputado,Zé_Trovão,PL,SC,Em_exercício,Não
Zé_Vitor_(PL-MG)_Em_exercício.jpg,Deputado,Zé_Vitor,PL,MG,Em_exercício,Não
Átila_Lins_(PSD-AM)_Em_exercício.jpg,Deputado,Átila_Lins,PSD,AM,Em_exercício,sim
Átila_Lira_(PP-PI)_Em_exercício.jpg,Deputado,Átila_Lira,PP,PI,Em_exercício,Não
